(area_avaliacao) id;(area_avaliacao) nome;(area_avaliacao) codigo;(area_conhecimento) id;(area_conhecimento) nome;(area_conhecimento) codigo;(area_conhecimento) area_avaliacao_id;(programa) id;(programa) nome;(programa) codigo;(programa) uf;(programa) area_conhecimento_id;(programa) instituicao_id;(instituicao) id;(instituicao) nome;(instituicao) codigo;(instituicao) acronimo;(instituicao) endereco;(instituicao) distrito;(instituicao) cidade;(instituicao) estado;(instituicao) tipo;(instituicao) cep;(instituicao) caixa_postal;(instituicao) url;(instituicao) coordenadas;(curso) id;(curso) nome;(curso) situacao;(curso) nivel;(curso) nota_curso;(curso) data_recomendacao;(curso) data_inicio;(curso) programa_id
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;125;ADMINISTRAÇÃO;42009014014P0;RS;2;98;98;FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO;339139;FUPF;Campus I - BR 285 -  KM 292,7;None;Passo Fundo;RS;None;99052900;None;http://www.upf.br/;-28.23213 -52.37915;171;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;3;12/12/2014;13/04/2015;125
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;126;ADMINISTRAÇÃO;51001012023P4;MS;2;99;99;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;339208;UFMS;Avenida Senador Filinto Muller 1555;None;Campo Grande;MS;None;79074460;None;http://www.posgraduacao.ufms.br;-20.50476 -54.61899;172;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;23/07/2007;01/01/2008;126
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;126;ADMINISTRAÇÃO;51001012023P4;MS;2;99;99;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;339208;UFMS;Avenida Senador Filinto Muller 1555;None;Campo Grande;MS;None;79074460;None;http://www.posgraduacao.ufms.br;-20.50476 -54.61899;173;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;4;26/03/2015;19/11/2015;126
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;127;CIÊNCIAS CONTÁBEIS;51001012173P6;MS;2;99;99;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;339208;UFMS;Avenida Senador Filinto Muller 1555;None;Campo Grande;MS;None;79074460;None;http://www.posgraduacao.ufms.br;-20.50476 -54.61899;174;CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;Mestrado;3;30/09/2016;06/03/2017;127
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;128;ADMINISTRAÇÃO;27001016038P3;SE;2;100;100;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;338496;FUFSE; Av. Marechal Rondon s/n;None;São Cristóvão;SE;None;49100000;None;http://www.posadministracao.ufs.br/propadm;-10.9225 -37.09985;175;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;3;30/03/2011;01/08/2011;128
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;129;ADMINISTRAÇÃO;42046017011P0;RS;2;101;101;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA;339170;UNIPAMPA;Rua Barão do Triunfo 1048;None;Sant´Ana do Livramento;RS;None;97573634;None;http://cursos.unipampa.edu.br/cursos/ppga;-30.88892 -55.52926;176;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;3;26/03/2015;14/03/2016;129
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;130;ADMINISTRAÇÃO PÚBLICA;53019016002P5;DF;2;102;102;INSTITUTO BRASILIENSE DE DIREITO PÚBLICO;339281;IDP;SGAS. QUADRA 607 MÓDULO 49 - VIA L2 SUL 607;None;Brasília;DF;None;70200670;None;http://www.idp.edu.br/administracao;-15.82165 -47.89467;177;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;Mestrado Profissional;3;23/10/2015;29/04/2016;130
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;131;ADMINISTRAÇÃO;33129010002P8;SP;2;103;103;INSTITUTO DE ENSINO E PESQUISA;338841;INSPER;Rua Quatá 300;None;São Paulo;SP;None;04546042;None;https://www.insper.edu.br/pos-graduacao/mestrado/administracao/;-23.59862 -46.67658;178;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado Profissional;5;22/11/2006;01/01/2007;131
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;132;POLÍTICAS PÚBLICAS;33129010004P0;SP;2;103;103;INSTITUTO DE ENSINO E PESQUISA;338841;INSPER;Rua Quatá 300;None;São Paulo;SP;None;04546042;None;https://www.insper.edu.br/pos-graduacao/mestrado/administracao/;-23.59862 -46.67658;179;POLÍTICAS PÚBLICAS;EM FUNCIONAMENTO;Mestrado Profissional;A;28/09/2018;08/04/2019;132
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;133;ADMINISTRAÇÃO;32008015015P2;MG;2;104;104;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;338119;PUC/MG;Av. Dom José Gaspar 500;None;Belo Horizonte;MG;None;30535901;None;http://www.pucminas.br/pos/administracao;-19.92373 -43.99412;180;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;5;12/07/2006;01/01/2007;133
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;133;ADMINISTRAÇÃO;32008015015P2;MG;2;104;104;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;338119;PUC/MG;Av. Dom José Gaspar 500;None;Belo Horizonte;MG;None;30535901;None;http://www.pucminas.br/pos/administracao;-19.92373 -43.99412;181;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;5;23/07/2007;01/01/2008;133
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;134;ADMINISTRAÇÃO;33005010017P2;SP;2;105;105;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;338718;PUC/SP;Rua Ministro Godói           969;None;São Paulo;SP;None;05009000;None;http://www.pucsp.br/pos;-23.53798 -46.67176;182;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;3;-;01/01/1978;134
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;134;ADMINISTRAÇÃO;33005010017P2;SP;2;105;105;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;338718;PUC/SP;Rua Ministro Godói           969;None;São Paulo;SP;None;05009000;None;http://www.pucsp.br/pos;-23.53798 -46.67176;183;Administração;EM DESATIVACAO;Doutorado;2;28/06/2011;01/01/2012;134
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;135;CIÊNCIAS CONTÁBEIS E ATUARIAIS;33005010018P9;SP;2;105;105;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;338718;PUC/SP;Rua Ministro Godói           969;None;São Paulo;SP;None;05009000;None;http://www.pucsp.br/pos;-23.53798 -46.67176;184;CIÊNCIAS CONTÁBEIS E ATUARIAIS;EM FUNCIONAMENTO;Mestrado;3;-;01/01/1978;135
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;136;ADMINISTRAÇÃO;40003019008P7;PR;2;106;106;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;339011;PUC/PR;Rua Imaculada Conceição 1155;None;Curitiba;PR;None;80215901;None;http://www.pucpr.br/ppad;-25.4497 -49.25157;185;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;5;16/08/2000;01/01/2000;136
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;136;ADMINISTRAÇÃO;40003019008P7;PR;2;106;106;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;339011;PUC/PR;Rua Imaculada Conceição 1155;None;Curitiba;PR;None;80215901;None;http://www.pucpr.br/ppad;-25.4497 -49.25157;186;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;5;02/02/2006;01/01/2006;136
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;137;Gestão de Cooperativas;40003019019P9;PR;2;106;106;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;339011;PUC/PR;Rua Imaculada Conceição 1155;None;Curitiba;PR;None;80215901;None;http://www.pucpr.br/ppad;-25.4497 -49.25157;187;Gestão de Cooperativas;EM FUNCIONAMENTO;Mestrado Profissional;4;01/07/2013;01/01/2014;137
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;138;ADMINISTRAÇÃO DE EMPRESAS;31005012033P9;RJ;2;107;107;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;338586;PUC-RIO;Rua Marques São Vicente 225;None;Rio de Janeiro;RJ;None;22453900;None;http://www.iag.puc-rio.br;-22.97895 -43.23335;188;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;Mestrado Profissional;5;26/04/2001;01/01/1999;138
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;139;ADMINISTRAÇÃO DE EMPRESAS;31005012019P6;RJ;2;107;107;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;338586;PUC-RIO;Rua Marques São Vicente 225;None;Rio de Janeiro;RJ;None;22453900;None;http://www.iag.puc-rio.br;-22.97895 -43.23335;189;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;Mestrado;5;-;01/01/1972;139
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;139;ADMINISTRAÇÃO DE EMPRESAS;31005012019P6;RJ;2;107;107;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;338586;PUC-RIO;Rua Marques São Vicente 225;None;Rio de Janeiro;RJ;None;22453900;None;http://www.iag.puc-rio.br;-22.97895 -43.23335;190;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;Doutorado;5;-;01/01/1997;139
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;140;ADMINISTRAÇÃO E NEGÓCIOS;42005019031P7;RS;2;108;108;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;339135;PUC/RS;AV. IPIRANGA, 6681;None;Porto Alegre;RS;None;90619900;None;http://www.pucrs.br/ppgad;-30.05788 -51.17254;191;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;5;02/02/2006;01/01/2006;140
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;140;ADMINISTRAÇÃO E NEGÓCIOS;42005019031P7;RS;2;108;108;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;339135;PUC/RS;AV. IPIRANGA, 6681;None;Porto Alegre;RS;None;90619900;None;http://www.pucrs.br/ppgad;-30.05788 -51.17254;192;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;5;12/12/2014;01/04/2015;140
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;141;ADMINISTRAÇÃO E NEGÓCIOS - PUC-RS - UCS;42005019033P0;RS;2;108;108;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;339135;PUC/RS;AV. IPIRANGA, 6681;None;Porto Alegre;RS;None;90619900;None;http://www.pucrs.br/ppgad;-30.05788 -51.17254;193;Administração;EM FUNCIONAMENTO;Doutorado;4;30/09/2009;01/01/2010;141
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;142;CIÊNCIAS CONTÁBEIS E ADMINISTRAÇÃO;41016017007P4;SC;2;109;109;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;339107;UNOCHAPECÓ;Avenida Senador Attílio Fontana 591-E;None;Chapecó;SC;None;89809000;None;https://www.unochapeco.edu.br/mestrado-contabeis-adm;-27.09195 -52.66542;194;CIÊNCIAS CONTÁBEIS E ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;3;26/03/2015;14/05/2015;142
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;143;ADMINISTRAÇÃO;15004015005P3;PA;2;110;110;UNIVERSIDADE DA AMAZÔNIA;338310;UNAMA;AV. ALCINDO CACELA 287;None;Belém;PA;None;66060902;None;http://www.unama.br/ppad;-1.43871 -48.47855;195;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;16/09/2008;01/01/2009;143
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;143;ADMINISTRAÇÃO;15004015005P3;PA;2;110;110;UNIVERSIDADE DA AMAZÔNIA;338310;UNAMA;AV. ALCINDO CACELA 287;None;Belém;PA;None;66060902;None;http://www.unama.br/ppad;-1.43871 -48.47855;196;Doutorado em Administração;EM FUNCIONAMENTO;Doutorado;4;16/09/2008;03/03/2014;143
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;144;ADMINISTRAÇÃO;53001010016P7;DF;2;111;111;UNIVERSIDADE DE BRASÍLIA;339265;UNB;CAMPUS UNIVERSITÁRIO DARCY RIBEIRO 00;None;Brasília;DF;None;70910900;None;http://www.ppga.unb.br;-15.7585 -47.87244;197;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;5;-;01/01/1976;144
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;144;ADMINISTRAÇÃO;53001010016P7;DF;2;111;111;UNIVERSIDADE DE BRASÍLIA;339265;UNB;CAMPUS UNIVERSITÁRIO DARCY RIBEIRO 00;None;Brasília;DF;None;70910900;None;http://www.ppga.unb.br;-15.7585 -47.87244;198;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;5;16/09/2005;01/01/2006;144
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;145;ADMINISTRAÇÃO;53001010055P2;DF;2;111;111;UNIVERSIDADE DE BRASÍLIA;339265;UNB;CAMPUS UNIVERSITÁRIO DARCY RIBEIRO 00;None;Brasília;DF;None;70910900;None;http://www.ppga.unb.br;-15.7585 -47.87244;199;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado Profissional;5;-;01/01/2004;145
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;146;CIÊNCIAS CONTÁBEIS ;53001010105P0;DF;2;111;111;UNIVERSIDADE DE BRASÍLIA;339265;UNB;CAMPUS UNIVERSITÁRIO DARCY RIBEIRO 00;None;Brasília;DF;None;70910900;None;http://www.ppga.unb.br;-15.7585 -47.87244;200;CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;Mestrado;4;12/12/2014;22/12/2014;146
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;146;CIÊNCIAS CONTÁBEIS ;53001010105P0;DF;2;111;111;UNIVERSIDADE DE BRASÍLIA;339265;UNB;CAMPUS UNIVERSITÁRIO DARCY RIBEIRO 00;None;Brasília;DF;None;70910900;None;http://www.ppga.unb.br;-15.7585 -47.87244;201;CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;Doutorado;4;12/12/2014;22/12/2014;146
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;147;CONTABILIDADE - UNB - UFPB - UFRN;53001010073P0;DF;2;111;111;UNIVERSIDADE DE BRASÍLIA;339265;UNB;CAMPUS UNIVERSITÁRIO DARCY RIBEIRO 00;None;Brasília;DF;None;70910900;None;http://www.ppga.unb.br;-15.7585 -47.87244;202;CONTABILIDADE - UNB - UFPB - UFRN;EM FUNCIONAMENTO;Mestrado;5;23/07/2007;01/01/2007;147
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;147;CONTABILIDADE - UNB - UFPB - UFRN;53001010073P0;DF;2;111;111;UNIVERSIDADE DE BRASÍLIA;339265;UNB;CAMPUS UNIVERSITÁRIO DARCY RIBEIRO 00;None;Brasília;DF;None;70910900;None;http://www.ppga.unb.br;-15.7585 -47.87244;203;CONTABILIDADE - UNB - UFPB - UFRN;EM FUNCIONAMENTO;Doutorado;5;23/07/2007;01/01/2007;147
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;148;Gestão Pública;53001010102P0;DF;2;111;111;UNIVERSIDADE DE BRASÍLIA;339265;UNB;CAMPUS UNIVERSITÁRIO DARCY RIBEIRO 00;None;Brasília;DF;None;70910900;None;http://www.ppga.unb.br;-15.7585 -47.87244;204;Gestão Pública;EM FUNCIONAMENTO;Mestrado Profissional;3;01/07/2013;14/11/2013;148
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;149;ADMINISTRAÇÃO;42008018007P8;RS;2;112;112;UNIVERSIDADE DE CAXIAS DO SUL;339138;UCS;RUA FRANCISCO GETÚLIO VARGAS 1130;None;Caxias do Sul;RS;None;95070560;None;https://www.ucs.br/site/pos-graduacao/formacao-stricto-sensu/administracao/;-29.16114 -51.15247;205;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;5;16/09/2005;01/01/2006;149
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;149;ADMINISTRAÇÃO;42008018007P8;RS;2;112;112;UNIVERSIDADE DE CAXIAS DO SUL;339138;UCS;RUA FRANCISCO GETÚLIO VARGAS 1130;None;Caxias do Sul;RS;None;95070560;None;https://www.ucs.br/site/pos-graduacao/formacao-stricto-sensu/administracao/;-29.16114 -51.15247;206;DOUTORADO EM ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;5;12/12/2014;16/04/2015;149
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;150;ADMINISTRAÇÃO;22002014009P6;CE;2;113;113;UNIVERSIDADE DE FORTALEZA;338380;UNIFOR; Fundação Edson Queiroz Universidade de Fortaleza - UNIFOR 1321;None;Fortaleza;CE;None;60811905;None;http://www.unifor.br;-3.76873 -38.48161;207;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado Profissional;3;08/11/2014;08/05/2015;150
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;151;ADMINISTRAÇÃO DE EMPRESAS;22002014001P5;CE;2;113;113;UNIVERSIDADE DE FORTALEZA;338380;UNIFOR; Fundação Edson Queiroz Universidade de Fortaleza - UNIFOR 1321;None;Fortaleza;CE;None;60811905;None;http://www.unifor.br;-3.76873 -38.48161;208;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;Mestrado;4;-;01/01/1995;151
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;151;ADMINISTRAÇÃO DE EMPRESAS;22002014001P5;CE;2;113;113;UNIVERSIDADE DE FORTALEZA;338380;UNIFOR; Fundação Edson Queiroz Universidade de Fortaleza - UNIFOR 1321;None;Fortaleza;CE;None;60811905;None;http://www.unifor.br;-3.76873 -38.48161;209;Administração de Empresas;EM FUNCIONAMENTO;Doutorado;4;23/06/2009;01/01/2010;151
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;152;GESTÃO DO DESENVOLVIMENTO LOCAL SUSTENTÁVEL;25004018010P5;PE;2;114;114;UNIVERSIDADE DE PERNAMBUCO;338444;UPE;Rua Sport Clube do Recife 252;None;Recife;PE;None;50750500;None;http://www.upe.br/mestradogdls;-8.04381 -34.88623;210;GESTÃO DO DESENVOLVIMENTO LOCAL SUSTENTÁVEL;EM FUNCIONAMENTO;Mestrado Profissional;3;02/02/2006;01/01/2006;152
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;153;ADMINISTRAÇÃO;42020018008P7;RS;2;115;115;UNIVERSIDADE DE SANTA CRUZ DO SUL;339150;UNISC;AV. INDEPENDÊNCIA 2293;None;Santa Cruz do Sul;RS;None;96815900;None;http://www.unisc.br/ppga;-29.69779 -52.43723;211;Administração;EM FUNCIONAMENTO;Mestrado Profissional;4;27/10/2010;01/01/2011;153
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;154;ADMINISTRAÇÃO DE ORGANIZAÇÕES;33002029036P0;SP;2;116;116;UNIVERSIDADE DE SÃO PAULO;338689;USP; Faculdade de Economia e Administração - USP 3900;None;Ribeirão Preto;SP;None;14040905;None;http://www.fearp.usp.br/cpg/ppgao;-21.16662 -47.85199;212;ADMINISTRAÇÃO DE ORGANIZAÇÕES;EM FUNCIONAMENTO;Mestrado;5;04/11/2003;01/01/2004;154
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;154;ADMINISTRAÇÃO DE ORGANIZAÇÕES;33002029036P0;SP;2;116;116;UNIVERSIDADE DE SÃO PAULO;338689;USP; Faculdade de Economia e Administração - USP 3900;None;Ribeirão Preto;SP;None;14040905;None;http://www.fearp.usp.br/cpg/ppgao;-21.16662 -47.85199;213;Administração de Organizações;EM FUNCIONAMENTO;Doutorado;5;24/11/2009;01/01/2010;154
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;155;CONTROLADORIA E CONTABILIDADE;33002029040P7;SP;2;116;116;UNIVERSIDADE DE SÃO PAULO;338689;USP; Faculdade de Economia e Administração - USP 3900;None;Ribeirão Preto;SP;None;14040905;None;http://www.fearp.usp.br/cpg/ppgao;-21.16662 -47.85199;214;CONTROLADORIA E CONTABILIDADE;EM FUNCIONAMENTO;Mestrado;5;16/03/2005;01/01/2005;155
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;155;CONTROLADORIA E CONTABILIDADE;33002029040P7;SP;2;116;116;UNIVERSIDADE DE SÃO PAULO;338689;USP; Faculdade de Economia e Administração - USP 3900;None;Ribeirão Preto;SP;None;14040905;None;http://www.fearp.usp.br/cpg/ppgao;-21.16662 -47.85199;215;Controladoria e Contabilidade;EM FUNCIONAMENTO;Doutorado;5;28/02/2013;01/01/2013;155
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;156;ADMINISTRAÇÃO;33002010085P5;SP;2;117;117;UNIVERSIDADE DE SÃO PAULO;338688;USP;Avenida Professor Luciano Gualberto 908;None;São Paulo;SP;None;05508010;None;http://www.portalfea.fea.usp.br/administracao/pos-graduacao;-23.55886 -46.72912;216;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;7;-;01/01/1975;156
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;156;ADMINISTRAÇÃO;33002010085P5;SP;2;117;117;UNIVERSIDADE DE SÃO PAULO;338688;USP;Avenida Professor Luciano Gualberto 908;None;São Paulo;SP;None;05508010;None;http://www.portalfea.fea.usp.br/administracao/pos-graduacao;-23.55886 -46.72912;217;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;7;-;01/01/1975;156
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;157;CONTROLADORIA E CONTABILIDADE;33002010086P1;SP;2;117;117;UNIVERSIDADE DE SÃO PAULO;338688;USP;Avenida Professor Luciano Gualberto 908;None;São Paulo;SP;None;05508010;None;http://www.portalfea.fea.usp.br/administracao/pos-graduacao;-23.55886 -46.72912;218;CONTROLADORIA E CONTABILIDADE;EM FUNCIONAMENTO;Mestrado;6;-;01/01/1970;157
